filename,seconddur,milliseconddur
955_708_B3.wav,2.681645833,2681.645833
955_709_redo2.wav,2.27675,2276.75
955_710_redo.wav,2.813875,2813.875
955_713_redo.wav,3.567,3567
955_714_B3.wav,2.423875,2423.875
955_715_redo.wav,3.979125,3979.125
955_716_B4.wav,2.636958333,2636.958333
955_717_redo.wav,2.2545,2254.5
955_718_B4.wav,2.453395833,2453.395833
955_719_redo.wav,3.508770833,3508.770833
955_720_B4.wav,3.0096875,3009.6875
955_721_B4.wav,2.178541667,2178.541667
955_722_B4.wav,2.032520833,2032.520833
955_723_B4.wav,2.731854167,2731.854167
955_724_B4.wav,3.106979167,3106.979167
955_725_B4.wav,2.578708333,2578.708333
955_726_redo.wav,3.235895833,3235.895833
955_727_B4.wav,2.413604167,2413.604167
